用户名,评论时间,评论内容,点赞数
grasslands,2020-02-12 17:31:35,你的意思因为有厂在湖北所以就不应该涨了吗？公司注册在深圳！其他的都是他的分公司！这样的疫情根本就不可能影响这样的上市公司的业绩！,0
科技消费电子行业,2020-02-12 17:36:23,特斯拉如果自己生产电池，格林美必然是供应商。,11
x阿斌,2020-02-12 17:40:30,诚信公司值得拥有,0
知悯A,2020-02-12 17:57:59,消费升级，循环资源，通涨受益，细分优质头部企业，马上招机构买入，,4
蓝色恋歌之恋,2020-02-12 18:17:07,两年前也是7.2开始介入的，一路跌一路加仓一路被折磨，到3.9元时不知不觉已经手握6万股，终于终于700多个日日夜夜，总祘账面飘红了，今天下午出了三分之一，剩下的跟进到7元,0
股友4DZZpK,2020-02-12 18:25:19,一样一样的，都是套怕,0
心若倦了呢,2020-02-12 18:27:37,早盘割了去赣锋锂业了，还是玩龙头吧,0
艾Fang,2020-02-12 18:29:33,朋友们，你们要的重点在这里！◆◆艾Fang发表于 2020-02-10 14:43:17[格林美吧] 很抱歉，您访问的帖子不存在抱歉！内容已删除。,0
守望天山,2020-02-12 18:35:43,但筹码集中在头部了，短期看跌。,0
股友ublSuf,2020-02-12 18:36:36,傻逼，自己挣钱玩去，在这哔哔啥,2
Johnson50,2020-02-12 18:37:04,央广网北京2月12日消息（记者张棉棉 李楠 郑澍）据中央广播电视总台中国之声《新闻和报纸摘要》报道，国家发改委、财政部、工信部近日联合印发《关于发挥政府储备作用支持应对疫情紧缺物资增产增供的通知》。从中央到地方，相关企业积极复产、增产、转产，开足马力生产医用口罩、防护服等物资。下午三点半，记者走进鄂尔多斯控股集团东泉公司生产车间，28名工人坐在一台台缝纫机前埋头裁剪、机缝、检验，他们生产的并不是我们熟悉的羊绒制品，而是抗疫一线急需的防护服和口罩。鄂尔多斯控股集团技术中心主任高丽忠说，截至目前，共生产了6000余件防护服，此外，口罩后续还可以完成十五万只。,1
守望天山,2020-02-12 18:40:51,你看日筹码图，会下一跳,0
之士多,2020-02-12 18:52:00,大盘没补缺口，有人说明天，后天。但特殊时期，机构可能会护盘，短期不一定补缺口。从小美日走势，结合量、换手来看，上攻趋势。昨天深股通砸盘获利，板块大跌，放量但换手率过低，说明不是主力派筹码，而且是主力吃掉深股通的获利盘筹码，其610托单，证实610有支撑点。不过想要破7，我昨晚就说今天收盘要6.42，短线才有机会。主力早盘把获利浮筹洗走，增加短线成本。下午上攻控盘回6.45位置试探多方趋势。。推测主力要筑6箱底，积累根基，那怕破7回踩6箱，依然会有支撑点。。预测明天620至670位置来回震荡筑底。。只要收盘630以上就可以印证主题试图筑6箱底。。当然了，股票变化多端。。一分就可以影响盘中趋势。。短线还要看消息面，盘中变化，主力意图，获利盘、量、换手率等等。主力午盘把我短线300手洗走目前留200手长线个人短期看好8元位置。。煮豆燃豆箕，豆在釜中泣，本是同根生，相煎何太急。还是那句话：留下的发财。。,15
昂首向钱,2020-02-12 18:56:02,复盘看看。有多少大单子撤掉了。不要迷信盘面。挂单还是可以撤单的,0
股友9mBcNI,2020-02-12 19:00:14,转发◆◆广生堂资讯发表于 2020-02-12 16:55:25[广生堂吧] 广生堂:关于获得抗新型冠状病毒药物临床试验伦理委员会批件的公告公告日期：2020-02-13证券代码：300436 证券简称：广生堂 公告编号：2020011福建广生堂药业股份有限公司关于获得抗新型冠状病毒药物临床试验伦理委员会批件的公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。福建广生堂药业股份有限公司（以下简称“公司”）高度关注新型冠状病毒疫情，正全力推进抗新型冠状病毒药物的研发工作，详见《关于开展抗 2019-nCoV药物研发的公告》（公告编号：2020010）。近日，由中华医学会感染病学分会副主任委员、同济医院感染科主任、同济医院感染性疾病研究所所长宁琴教授作为主要研究者（PI）发起的“G1 治疗中重度新型冠状病毒感染肺炎的小样本量预试验（GST-G1）”已获得武汉疫情核心区华中科技大学同济医学院附属同济医院伦理委员会出具的伦理批件，同意开展“G1 治疗中重度新型冠状病毒感染肺炎的小样本量预试验”临床研究，现正有序推进中。上述药物的临床试验结果及后续能否获批用于治疗新型冠状病毒肺炎尚存在诸多不确定。公司将按照相关规定履行信息披露义务，敬请广大投资者注意投资风险。备注：G1 为公司仿制药代称特此公告！福建广生堂药业股份有限公司董事会2020 年 2 月 12 日[点击查看PDF原文][查看历史公告]提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。,0
大道不简,2020-02-12 19:06:35,6.30没有机会见了,2
魅力梅林,2020-02-12 19:08:49,局气,0
微笑刺客A,2020-02-12 19:22:34,跟上的恭喜了，吃大肉了,7
红火炉,2020-02-12 19:25:52,抛压太重，后期还要回调，,0
风的影子传说,2020-02-12 19:27:23,今天收盘突破6.42，从明天开始收盘都会在6.42以上。盘中怎么走都行，收盘一定会在6.42以上。,0
novrice02,2020-02-12 19:37:59,预测只能显示幼稚被打脸,1
股友QhthCg,2020-02-12 19:42:38,请问高手，格林美可以拿长线吗？,0
牧星人527,2020-02-12 19:44:25,套死你，我们就不买你的广生堂。,1
股友QhthCg,2020-02-12 19:54:27,请问高手，你认为格林美能否长线持有？,0
股友ublSuf,2020-02-12 19:54:56,死骗子滚,0
科技消费电子行业,2020-02-12 19:55:21,牛股,0
股市狙击手888888,2020-02-12 19:59:59,明天害怕低开,0
大尾巴狼11551246,2020-02-12 20:05:01,老子是做一日游的，管什么公司好还是坏，老A的世界都是黑的，除了个别几股，今天我有买了，明天我就跟你们拜拜了，你们继续,0
笑傲股海陈情令,2020-02-12 20:06:18,这个票我忍了两个月不来股吧评论！大家少说点！不要给庄托迷惑了！,2
生意民丰的丁春秋,2020-02-12 20:12:28,今天推荐什么,1
心中有佛救世人,2020-02-12 20:18:24,有一起的吗。,0
只看年线起涨点,2020-02-12 20:19:27,这个股早晚要回调，轻仓持有,0
陈生荣,2020-02-12 20:27:59,牛逼吹起来，这个票今年会到1000元吗？会翻1000倍吗？哈哈哈哈哈哈！,0
买了一路遍全球,2020-02-12 20:36:48,今天刚成为格林美的股东哪位大神知道2月6日格林美解禁的情况？小妹在此谢过,0
把脉老朽,2020-02-12 20:42:42,豫让,0
一红冲天牛市,2020-02-12 20:56:31,说了这么一堆！我就问你你有筹码吗？如果没有请别逼逼了,0
股友WGcHLM,2020-02-12 20:57:19,看着量不多，个人感觉不碍事,0
艾Fang,2020-02-12 20:57:31,继续震荡上行行情◆◆艾Fang发表于 2020-02-12 17:36:27[格林美吧] 很抱歉，您访问的帖子不存在抱歉！内容已删除。,0
股友WGcHLM,2020-02-12 20:57:46,能涨到一个亿吧,0
pdsgzm999,2020-02-12 20:58:04,我是坚定看好格林美，国轩高科，天齐锂业。天齐锂业锂矿资源全球第二位中国第一位，最近十年是电动车全球发展的大趋势。天齐值得期待，应该不负众望。我是坚定看好格林美，国轩高科，天齐锂业。这三只股票反复操作。今年就是新能源电池的爆发年。,3
徐天翔,2020-02-12 21:01:02,我追高，6.47元买入,0
耐性8持股,2020-02-12 21:08:36,难,0
牧星人527,2020-02-12 21:12:50,好消息：氢氧化锂涨价不低于10%，格林美的氢氧化锂年产量超过5000吨。,0
钓不来,2020-02-12 21:13:18,尾盘出货剧增，目的不明，明天搞不清反向,0
艾Fang,2020-02-12 21:14:41,重点在这里◆◆艾Fang发表于 2020-02-10 14:43:17[格林美吧] 很抱歉，您访问的帖子不存在抱歉！内容已删除。,2
奇2021,2020-02-12 21:16:39,目前格林美已经是全球最大的钴金属提炼基地之一，年产能达到25000吨；也是全球最大的镍金属循环利用基地，年产能达到25000吨。此外，公司还是全球最大的超细钴粉制造基地、最大的四氧化三钴生产基地，以及中国第二大钴片制造基地和中国第二大硫酸镍生产基地。,24
史眼1754,2020-02-12 21:22:19,愚昧无知 竟然不知道收垃圾行业的暴利 更别说有完整的资源增值的完整产业链,3
钓不来,2020-02-12 21:26:06,明天到6.66都高兴了,0
股友DyvCcx,2020-02-12 21:29:14,2025年能回到6.1,0
pdsgzm999,2020-02-12 21:31:34,nan,0
路过2019的小散,2020-02-12 21:31:36,675高抛，635~630区间接回。,0
股友pOuaPd,2020-02-12 21:50:36,看了评论，感觉明天完了！,1
科技消费电子行业,2020-02-12 21:50:41,T个p,0
郝玉华,2020-02-12 21:53:32,nan,0
风的影子传说,2020-02-12 22:01:19,厉害,0
股友PsoILH,2020-02-12 22:06:15,谁知道今天进的大单是哪里来的,1
科技消费电子行业,2020-02-12 22:07:32,没买，酸了吧！,0
grasslands,2020-02-12 22:10:24,我也这么感觉,0
金山老戴,2020-02-12 22:10:56,龙头就是厉害,0
股友Ubl5Ji,2020-02-12 22:11:35,呵呵，拓普,0
芳草_555,2020-02-12 22:12:12,编的？还是真的,1
股友lQZFHH,2020-02-12 22:15:06,同时进入韩国三星，LG和宁德时代，比亚迪等巨头产业链， 三元材料及钴粉，镍粉产能不断增加，参股公司石墨烯产品有望量产。循环经济前途无量，美丽中国魅力无穷！发展新能源汽车是历史性产业机遇，无论谁开发新能源汽车，上游电池材料都将充分受益，抓住大趋势，逢低吸筹，耐心持股，必有厚报!,1
股友Bl8S3g,2020-02-12 22:16:27,天天吹牛，等潮水退去就知道谁在裸泳了,3
耐性8持股,2020-02-12 22:16:37,明天暴跌！！！,0
LEAF3,2020-02-12 22:19:57,哈哈哈哈，压倒性叫好,0
高筑墙广积粮2021,2020-02-12 22:22:24,是的，回收国家还补助了，收垃圾很赚钱的,1
股友ublSuf,2020-02-12 22:30:03,吹！使劲吹！,1
割韭菜炒蛋蛋,2020-02-12 22:39:40,资金堆起来的！,0
路过2019的小散,2020-02-12 22:51:16,财务数据报表亮点：1、成长性非常好。2、题材很好，核心主营业务废旧汽车高价值物品回收，目前概念技术水平处于亚洲领先位置。3、公司高管增持概念,0
路过2019的小散,2020-02-12 22:51:34,震荡上行，上方第一阻力位7、35~7、5区间，第二阻力位：780~820区间,0
路过2019的小散,2020-02-12 22:52:30,周线W三重底，中线持有，来回做，这个股有望成牛！他的主营核心题材非常好！,0
路过2019的小散,2020-02-12 22:53:19,即使做短线我们也要专业，这个票虽然不是很纯血统的特斯拉概念，但是上个7元、8元还是可能会有的，耐心持有！,0
路过2019的小散,2020-02-12 22:55:55,机构+融资盘,0
格林美股友,2020-02-12 22:58:00,公司2019年年报预报发了吗格林美：感谢您的关注！根据《中小企业板信息披露业务备忘录第1号——业绩预告、业绩快报及其修正（2019年3月修订）》规定：上市公司董事会应密切关注公司的经营情况，如预计全年度经营业绩出现以下情形之一的，应在次年1月31日之前及时披露本年度业绩预告：（一）净利润为负值；（二）净利润与上年同期相比上升或者下降50％以上；（三）与上年同期相比实现扭亏为盈。由于公司未触及业绩预告披露标准，因此无需披露业绩预告。（来自 深交所互动易）  答复时间 2020-02-13 16:15:00,0
玲珑玻璃,2020-02-12 23:32:41,nan,0
王学英007,2020-02-12 23:42:52,转发◆◆道可投资发表于 2020-02-12 21:14:43[财富号评论吧] 狼什么时候来上证指数：会不会有九阳白骨有图为证，最近指数反弹的真真切切的强势。三连阳之后大家都在喊风险来临，然后多头直接逼空直拉七根阳线。原因其实很简单：供需失衡。什么意思呢，就是现在yiqing不确定下，未来维稳，现在大型机构不能maichu，同时还要拿资金买买买。这就是为什么指数连续涨的原因。在供给不增加或者少量增加的情况下，需求扩大，自然引发市场价格水涨船高。2月4日收盘后，天弘基金公告显示，天弘基金及全资子公司天弘创新资产管理有限公司决定合计出资5亿元申购天弘基金旗下偏股型公募基金，其中天弘基金管理有限公司出资3.5亿元申购旗下偏股型公募基金；天弘创新资产管理有限公司出资1.5亿元申购天弘基金旗下偏股型公募基金。中欧基金以固有资金出资5000万元，拟于2月3日至2月14日申购公司旗下偏股型公募基金；同时，公司员工及其家属也积极参与公司旗下基金申购，计划于近期申购偏股型公募基金超3000万元。易方达基金今日公告称，将合计出资3亿元申购旗下主动偏股型基金，其中易方达基金出资2亿元，易方达全资子公司易方达资产出资1亿元。汇添富基金称，公司已于2020年2月4日出资2亿元固有资金投资旗下偏股型基金。其中，公司分别出资4000万元申购汇添富价值精选、汇添富消费行业基金，分别出资3000万元申购汇添富创新医药、汇添富移动互联、万元申购汇添富民营活力、汇添富消费升级混合基金等。东方资管公告，拟斥资1亿元自有资金申购旗下10只偏股基金和集合资产管理计划。与此同时，公司全体高管、全体基金经理和投资经理也主动出资申购旗下偏股基金及集合资产管理计划，申购总金额超过千万元。记者获悉，华安基金也称自购超过亿元。该公司发布公告称，自2月4日起至2月末，合计出资1亿元固有资金申购公司旗下偏股型公募基金。后续公司将持续申购公司旗下偏股型公募基金。另外，富国、银华、嘉时等多家基金公司公告称，将自购最少5000万元；万家、泓德等基金公司自购数千万元。除上述基金公司外，不少大中型基金公司也在考虑自购，预计更多基金公司仍将不断展开自购。从买入速度看，基金公司出手可谓“神速”。除了在2月3日市场出现罕见3000多只个股跌停时大手笔买入3700万的兴全基金外，多家公司仅在2月4日上午就买入超过5000万元。但这里需要注意的是，这里的需求是被动的和非自愿的，这种需求有时效性，过了时效性会引发退货，会不会退货？1）一季度多企业业绩不及预期；2）连续性的买盘枯竭引发获利回吐引发市场踩踏，上演“多杀多”。所以，我认为这里认为七连阳之上很容易出现白骨。但又担心会踏空，怎么办呢？1）回避近期的热点和涨幅较大的个股；2）控制好仓位，持仓不要过重；3）买白酒和消费类个股对冲行情回调的风险。展开阅读全文,1
股友gbkEHb,2020-02-12 23:51:59,特么就是不大长有啥子用么。赶紧给我解套哦,1
股友WGcHLM,2020-02-12 23:53:15,我发现一个特点，我买的股票，每次看别人评论，都是在骂股票垃圾或者是唱空的，我年前就买了兆驰股份，今天被所以大咖说要二次调整，把我吓出去，少赚了两个多点，今天追高进了格林美，有没有正经人分析一下走势，这玩意不行我就回兆驰去了,1
豪横一股,2020-02-12 23:55:14,回调就可以买。趋势强势,1
Johnson1975,2020-02-12 23:58:15,左手倒右手，吸引更多的接盘侠(韭菜，俗称散户),1
猎手256,2020-02-13 00:40:07,回调价能到多少?会破6吗,1
股友J7fDrB2921,2020-02-13 00:41:48,众业达虽然还没和特斯拉继续合作，但其建设的充电桩也可以兼容特斯拉轿跑，全国范围内应用不可估量！,0
股友HPQnTp,2020-02-13 00:58:03,作者这个人听不得反对意见。,0
艾Fang,2020-02-13 00:59:38,转发◆◆艾Fang发表于 2020-02-12 17:36:27[格林美吧] 很抱歉，您访问的帖子不存在抱歉！内容已删除。,2
艾Fang,2020-02-13 01:00:29,长信科技和格林美的朋友看这里◆◆艾Fang发表于 2020-02-10 14:43:17[格林美吧] 很抱歉，您访问的帖子不存在抱歉！内容已删除。,1
novrice02,2020-02-13 01:48:13,明白人,0
novrice02,2020-02-13 01:56:58,天齐锂业不如赣锋锂业,1
宏图成章de陈家洛,2020-02-13 02:19:00,会破六,1
小刀o,2020-02-13 04:10:00,有自信就好,0
牛股三千只买一只,2020-02-13 04:44:46,格林美是个中长票，慢牛走势，别看它走势缠绵，回过头来看，涨幅也是惊人的，该票已经进入主升浪阶段了，耐心持有吧！,1
北满洲,2020-02-13 05:55:44,美股大涨，特斯拉略跌,2
陈生荣,2020-02-13 06:27:06,今天冲高走人喽，这个票到顶了。,0
股市狙击手888888,2020-02-13 06:34:13,怕低开低走啊，有点心忧,0
小钢炮射击手,2020-02-13 06:47:40,楼主你好，我刚刚在网上查找你们公司，是兰州的一家知名企业，好像你们金川科技新材料股份有限公司没有在A股上市啊，这么好的企业怎么没有上市这是为什么,2
柳枝一叶,2020-02-13 07:37:08,昨天虽然大涨5点多，但尾市半小时出现阴线，谨防周四、五继续调整。从周线连涨8周到本周已是9周，到了九倒拐就要小心下调了。,2
时光与人2021,2020-02-13 07:55:37,不要买,0
时光与人2021,2020-02-13 07:55:57,这个是收废品公司。不要买,1
聚焦沪深港,2020-02-13 08:00:37,"1.66%1.98%2.29%2.61%2.93%3.24%3.56%4.424.745.055.375.696.006.326.636.95持股比例(左)收盘价(右)2019-12-192020-01-082020-01-222020-02-122020-02-12持股比例：1.88%持股量：78,188,858持股差：2,587,443收盘价：6.45涨跌幅：5.5602月12日格林美深股通持仓数据收盘价： 6.45 涨跌幅： 5.56%持股量： 7818.89万股 持股变化： 258.74万股数据显示，截至02月12日格林美于深股通持股量为7818.89万股，占其A股股本比例为1.88%，比上一交易日增加258.74万股。据数据统计，该股近一个月内累计涨幅为25.24%，深股通累计减仓3990.20万，深股通持仓累计变化比例为-33.79%，近三个月内累计涨幅为49.31%，深股通累计加仓3645.57万，深股通持仓累计变化比例为87.35%。数据来源:东方财富声明：数据基于历史，不代表未来趋势，不对您构成任何投资建议。投资者据此操作，风险请自担。",3
novrice02,2020-02-13 08:06:27,目光短浅,0
股市狙击手888888,2020-02-13 08:40:15,昨天明明有涨停可能，把大单都吃掉了，为什么不涨停还跌了呢，值得思考。,0
白水一瓢,2020-02-13 08:45:32,利润率太低！,0
格林美资讯,2020-02-13 08:56:42,来源：东方财富Choice数据 作者：财智星格林美融资融券信息显示，2020年2月12日融资净买入1.17亿元；融资余额19.27亿元，较前一日增加6.45%。融资方面，当日融资买入4.69亿元，融资偿还3.52亿元，融资净买入1.17亿元，净买入额两市排名第13，连续8日净买入累计6.47亿元。融券方面，融券卖出57.06万股，融券偿还13.93万股，融券余量160.69万股，融券余额1036.45万元。融资融券余额合计19.38亿元。格林美融资融券交易明细（02-12）格林美历史融资融券数据一览免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。（文章来源：东方财富Choice数据） [点击查看原文],1
股友QqhpRY,2020-02-13 08:57:24,今天涨停,0
aaaaaaaal,2020-02-13 09:04:02,是的 清仓,0
股友GSo6Bd,2020-02-13 09:06:04,放心吧,0
陈生荣,2020-02-13 09:12:11,开盘跑，这票到顶了。,1
东财网友5701513719120788,2020-02-13 09:14:02,Tesla为了减本要自建电池厂，格林美的高镍材料必成供应商,5
格林美资讯,2020-02-13 09:14:45,"来源：东方财富Choice数据 作者：数据中心格林美(002340)2020-02-12融资融券信息显示，格林美融资余额1,927,439,818元，融券余额10,364,505元，融资买入额468,545,687元，融资偿还额351,733,481元，融资净买额116,812,206元，融券余量1,606,900股，融券卖出量570,600股，融券偿还量139,300股，融资融券余额1,937,804,323元。格林美融资融券详细信息如下表：交易日期 代码 简称 融资融券余额(元)2020-02-12 002340 格林美 1,937,804,323融资余额(元) 融资买入额(元) 融资偿还额(元) 融资净买额(元)1,927,439,818 468,545,687 351,733,481 116,812,206融券余额(元) 融券余量(股) 融券卖出量(股) 融券偿还量(股)10,364,505 1,606,900 570,600 139,300深市全部融资融券数据一览 格林美融资融券数据（文章来源：东方财富Choice数据） [点击查看原文]",0
广告播,2020-02-13 09:19:18,故意压盘吸筹呗,0
对韭丹割,2020-02-13 09:23:48,不送了，祝你外面发财,0
股友2QSphq,2020-02-13 09:24:05,今天要跌了,1
x阿斌,2020-02-13 09:24:59,听听大家意见,0
ahczr,2020-02-13 09:25:44,开盘跑，,0
花事未了888,2020-02-13 09:27:03,估计有大雷，,1
落寞的瓦林卡,2020-02-13 09:28:28,可惜名字不带钴也看不出来是什么金属公司，所以啊涨幅远落后于华友，改成格林钴应该就可以跟着大行情走了,0
Ljm1170152420,2020-02-13 09:29:11,无事生有,0
红旗飘飘天天向上,2020-02-13 09:30:54,发现一个规律，看涨多的。就会跌,1
大道不简,2020-02-13 09:31:17,呵 多大？,0
顺风顺水海尚琴,2020-02-13 09:32:06,跑了,0
风的影子传说,2020-02-13 09:33:46,卖,0
FisherChu,2020-02-13 09:33:54,可以走了,0
ahczr,2020-02-13 09:34:22,有雷,0
宏图万贯得说不得,2020-02-13 09:34:34,中午之前赶紧跑,0
股友2QSphq,2020-02-13 09:36:26,全部买家限价，直接跌停,0
灰常陆加柒,2020-02-13 09:38:00,赶紧跑！完了来不及了！,0
Ljm1170152420,2020-02-13 09:38:26,坚守,0
灰常陆加柒,2020-02-13 09:39:54,直接st的雷,0
海边的顽石,2020-02-13 09:40:41,我昨天就跑了,0
诚信乃为人之本,2020-02-13 09:40:59,你咋知道的,0
股友0wEPSn,2020-02-13 09:41:04,格林美 电池材料销售全球第一 是寒锐钴业 华友钴业的3倍 为啥不涨 利润都等于寒锐钴业的年销售额了,1
大王_射不射,2020-02-13 09:42:32,这庄家控盘太厉害，玩不过，告辞,0
偶遇涨停板,2020-02-13 09:42:46,不破五日线就没事,0
格林美股友,2020-02-13 09:45:00,您好，请问公司生产的前驱体材料，有用于储能市场吗？格林美：感谢您的关注！储能电池市场是三元前驱体材料除新能源汽车以外的另一个广阔应用领域，公司作为全球三元前驱体行业龙头企业，储能用的三元前驱体产品已经广泛应用于日本和韩国的储能市场。（来自 深交所互动易）  答复时间 2020-02-13 16:16:00,2
sylj岁月流金,2020-02-13 09:45:18,今天真的要走也不是现在走,0
营魄抱壹,2020-02-13 09:46:09,三斤大雷?,0
ahczr,2020-02-13 09:47:24,跳水6,0
Oceankid,2020-02-13 09:47:36,看你的股龄，怀疑是假的，价格会骗人，量不会骗人。,0
新东湖,2020-02-13 09:47:57,6.30左右大量买入！！！,0
股友ublSuf,2020-02-13 09:48:13,同题材的都是红的，这个垃圾一如既往的绿帽子王！,0
心若倦了呢,2020-02-13 09:49:14,卖了赣锋锂业，半仓这个，半仓华友钴业 看好啊，即将启动 虽然高位调整，但不是上影线长的出货线，后市看涨,0
谨防诈骗,2020-02-13 09:49:22,主力资金不记成本的卖出，大家快跑啊,2
股友ZdC0eN,2020-02-13 09:49:50,美美今天怎么了？要死的模样？,0
专杀主力刽子手,2020-02-13 09:51:56,把老子洗出来你就拉，操蛋的主力,0
我零零,2020-02-13 09:53:17,高手的视觉。,0
AIRBUS创业,2020-02-13 09:54:17,应该破新高 下杀6个点 明天补,0
sylj岁月流金,2020-02-13 09:54:50,昨晚看了一个新闻，华尔街很多大亨表面发研报唱空特斯拉！暗中狂买，人心不古！比如摩根，自己怎么做还是自己好好想想,1
高筑墙广积粮2021,2020-02-13 09:56:07,因为很多人思维固化，觉得收垃圾没钱，真实回收垃圾国家有补助这些常识他们不知道,1
大发富贵de王重阳,2020-02-13 09:57:13,早知道买天齐锂业了,0
默默的守候1,2020-02-13 09:57:15,主力垃圾,0
风的影子传说,2020-02-13 09:57:50,不用想，昨天过了压力位，今天盘中回踩正常，收盘是关键不能低于6.42,0
ahczr,2020-02-13 09:58:57,破五日线啦,0
ahczr,2020-02-13 09:58:58,破五日线啦,0
高筑墙广积粮2021,2020-02-13 10:01:43,20年前看不起收垃圾的不怪大家，现在你看不起回收垃圾的，那我真心佩服你牛，我持有坚决不玩短线。6.3成本,1
健身季节,2020-02-13 10:02:19,6.41出了，运气好,1
谨防诈骗,2020-02-13 10:03:20,马上跌停板,0
与庄同在998,2020-02-13 10:04:45,外资出逃,0
顺然顺势而为也,2020-02-13 10:06:37,本周若收在6元以下通过整理后仍有潜力,0
风的影子传说,2020-02-13 10:08:08,突然发现主力资金还有不记成本的卖出，这种就配叫主力。他不赚钱能跑？,0
ahczr,2020-02-13 10:08:33,能跑就跑,0
自由自在95,2020-02-13 10:08:44,这个位置出长阴 ，你还敢进？你真是高人,0
谨防诈骗,2020-02-13 10:09:25,资金净流出1.6个亿了小心,1
ss新手上路,2020-02-13 10:09:48,早知道不如买彩票，这样更省心，一个礼拜一个亿,0
谨防诈骗,2020-02-13 10:10:47,今天不是洗盘是出货别搞混了,1
ahczr,2020-02-13 10:10:57,量能萎缩,0
百分胜率,2020-02-13 10:11:40,挂6.2没买到,2
股友ZdC0eN,2020-02-13 10:11:57,打拐屁,0
花事未了888,2020-02-13 10:14:53,估计有大雷,1
ahczr,2020-02-13 10:16:28,明黑星期五,0
AIRBUS创业,2020-02-13 10:21:31,今天不到6.7不卖,0
行一叶孤舟,2020-02-13 10:22:10,一天自己吓自己。,0
曦年天狼,2020-02-13 10:23:47,站起来，别装了,1
草原韭菜花,2020-02-13 10:23:47,准备起飞！,1
赞你一下,2020-02-13 10:26:05,服了服了，一买就跌，一卖就涨，从来没有在格林美上挣过钱。,0
谈忘江湖,2020-02-13 10:26:16,坐等反弹,0
n1440561594ac8c3,2020-02-13 10:27:54,这么些单子压着，涨么唉,0
对韭丹割,2020-02-13 10:28:27,真的不能教你们太多东西。教会了我怎么赚那几百块快餐钱,1
心中有佛救世人,2020-02-13 10:34:39,天齐涨停啦，拿好票，小散，庄稼忽视。,0
新东湖,2020-02-13 10:34:48,一飞冲天7元,2
新东湖,2020-02-13 10:36:16,你不是华友钴业的小弟吗？今天不跟涨？,0
十倍牛股在手中,2020-02-13 10:36:46,今天跌明天涨，这是规律！！！！！！,2
谈忘江湖,2020-02-13 10:37:26,你那里来的雷,0
十倍牛股在手中,2020-02-13 10:38:39,今天买明天卖,1
股友JQbsGO,2020-02-13 10:38:51,今天6.31补高了没想到一下掉二个点,0
基民82n1UO,2020-02-13 10:40:31,我也是早知道挂6.22,0
Oceankid,2020-02-13 10:41:22,你会后悔的,0
股迷糊222,2020-02-13 10:41:53,你知道就闷声发大财得了呗，出来叭叭是啥心理呢,0
万代富贵13168,2020-02-13 10:44:21,股东们，吸筹差不多了，干起来11111111111111111111111111111111111111111111111111111118888888,0
勤奋的小年轻,2020-02-13 10:44:35,做好自己的节奏，昨天尾盘都没出，看好他的趋势！,0
十倍牛股在手中,2020-02-13 10:46:21,今天买了明天就赚了,0
新东湖,2020-02-13 10:46:56,华友钴业又要上天了,0
万代富贵13168,2020-02-13 10:47:52,"特拉斯，贵金属，新能源电池，5G,闭眼拿着！！！！！！！！！！！！！！！！！！！！！！！！！",0
Naive835,2020-02-13 10:48:24,走了,0
专杀主力刽子手,2020-02-13 10:49:31,我好惨，6.25出的货十五万股分批操蛋的主力，一卖就涨，6.58的本呀,0
专杀主力刽子手,2020-02-13 10:50:28,我好惨，6.58的本，刚刚以为会大跌，没想到出了，狗日的主力就拉,0
股友JQbsGO,2020-02-13 10:51:22,今天补仓补到高位，每次都怕补不到31补的,0
股友JQbsGO,2020-02-13 10:51:30,是的,0
诚信乃为人之本,2020-02-13 10:52:02,冲冲冲,0
文刀人二,2020-02-13 10:52:47,继续上涨,2
股友JQbsGO,2020-02-13 10:52:51,压单代表主力假象，吸收筹码,0
赞你一下,2020-02-13 10:53:01,啥意思啊这是,0
路过2019的小散,2020-02-13 10:53:34,哈哈，625又买了点，他会玩T，我们就陪他玩！,1
南下投资者,2020-02-13 10:54:17,教下我、亏了三万了难受,0
诚信乃为人之本,2020-02-13 10:54:52,大单流出，还天天涨，涨不停，不停涨，难不要成妖,0
股友wvlG1n,2020-02-13 10:57:21,新能源普遍推广了，垃圾废品就多了，格林美的春天就来了。,0
股友lQZFHH,2020-02-13 10:57:28,同时进入韩国三星，LG和宁德时代，比亚迪等巨头产业链， 三元材料及钴粉，镍粉产能不断增加，参股公司石墨烯产品有望量产。循环经济前途无量，美丽中国魅力无穷！发展新能源汽车是历史性产业机遇，无论谁开发新能源汽车，上游电池材料都将充分受益，抓住大趋势，逢低吸筹，耐心持股，必有厚报!,0
仟琥基基,2020-02-13 10:57:33,垃圾,0
股友lQZFHH,2020-02-13 10:58:02,同时进入韩国三星，LG和宁德时代，比亚迪等巨头产业链， 三元材料及钴粉，镍粉产能不断增加，参股公司石墨烯产品有望量产。循环经济前途无量，美丽中国魅力无穷！发展新能源汽车是历史性产业机遇，无论谁开发新能源汽车，上游电池材料都将充分受益，抓住大趋势，逢低吸筹，耐心持股，必有厚报!,0
gushicainiao22,2020-02-13 10:59:19,服了，走了,0
